ncm;cnro_enmienda;ncm_descri
85287300;006;Aparatos receptores de television ncop.en blanco y negro u otros monocromos
85279200;006;Aparatos receptores de radiodifusion ncop.,s/combinar c/grabador o reproductor de sonido,pero combinados c/reloj
85284921;006;Monitores c/tubos de rayos catodicos,policromaticos,c/dispositivo de seleccion de barrido y de retardo de sincronismo horizontal y vertical
85284929;006;Monitores c/tubos de rayos catodicos,policromaticos,ncop.
85285910;006;Monitores monocromaticos,ncop.
85285920;006;Monitores policromaticos ncop.
85235200;006;Tarjetas inteligentes (<smart cards>)
85235910;006;Tarjetas y etiquetas de activacion por proximidad
85235990;006;Soportes semiconductores ncop.p/grabar
85255021;006;Aparatos emisores de television de frecuencia > a 7GHz
76069100;006;Chapas y tiras de aluminio s/alear,espesor > a 0,2mm.excluidas cuadradas y rectangulares
76071110;006;Hojas y tiras s/soporte,simplemente laminadas,en bobinas,de aluminio de ancho > a 900mm.,espesor >= a 0,12mm.,c/contenido de :silicio >= a 0,05% y >= a 0,20%,hierro >= a 0,20% y <= a 0,40%,cobre <= a 0,05%,cinc <= a 0,05%,manganeso <= a 0,15% y otros <= a 0,09%
76071910;006;Hojas de aluminio c/contenido >= a 99,9%,grabadas,s/soporte,espesor <= a 110micrometros
76072000;006;Hojas de aluminio c/soporte,espesor <= a 0,2mm.
76101000;006;Puertas,ventanas y sus marcos,bastidores y umbrales,de aluminio
76109000;006;Construcciones y sus partes,chapas,tubos,barras y similares de aluminio,preparados p/la construccion
76121000;006;Envases tubulares flexibles de aluminio,c/capacidad <= a 300l.
76129012;006;Envases tubulares de aluminio,excluido flexibles,isotermicos refrigerados a nitrogeno liquido,utilizados p/semen,sangre,tejidos biologicos y productos similares
76129011;006;Envases tubulares de aluminio,p/aerosoles,capacidad <= a 700cm3.,excluido flexibles
76141090;006;Trenzas y similares de aluminio,c/alma de acero,s/aislar p/electricidad
76149090;006;Trenzas y similares de aluminio,s/aislar p/electricidad,excluidos c/alma de acero
76152000;006;Articulos de higiene o tocador y sus partes,de aluminio
73102920;006;Barriles,tambores,latas y similares capacidad < a 50l.,ncop.,de fundicion,hierro o acero,isotermicos,refrigerados a nitrogeno liquido,p/semen,sangre,tejidos biologicos y productos similares
73102990;006;Barriles,tambores,latas y similares capacidad < a 50l.ncop.de fundicion,hierro o acero,excluidos p/gases y alimentos
73121010;006;Cables de acero revestidos c/bronce o laton,s/aislar p/electricidad
44119490;006;Tablero de fibra de madera,densidad <= a 0,5g/cm3.excluido s/trabajo mecanico ni recubrimiento de superficie
30042095;006;Medicamentos c/Anfotericina B en liposomas acondicionados p/la venta por menor
63025910;006;Ropa de mesa de lino
30019039;006;Glandulas y otros organos excluido higados, desecados, incluso pulverizados,p/uso opoterapicos
61042990;006;Conjuntos de punto,de materias textiles ncop.,p/mujeres o  ni?as
29189992;006;Acidos meticlorofenoxiaceticos,sus sales y esteres
29189993;006;"5-(2-cloro-4-trifluorometilfenoxi)-2-nitrobenzoato de 1""-(carboetoxi)etilo(Lactofen)"
29199060;006;Clorfenvinfos
29201110;006;Paration (etil paration)
29241210;006;Fluoroacetamida
29252100;006;Clordimeformo (ISO)
29252929;006;Derivados y sales de guanidina ncop.
29309098;006;Ditiocarbonatos(xantatos y xantogenatos)
29392000;006;Alcaloides de la quina y derivados,sales de estos productos
55143012;006;Tejidos de fibras discontinuas de poliester peso < 85%,de ligamento sarga incluso cruzado,curso <= a 4,gramaje > a 170g/m2,c/hilados de colores
85423291;006;Circuitos electronicos integrados,memorias,ncop.,de los tipos RAM estaticas(SRAM)c/tiempo de acceso<= a 25 ns,EPROM,EEPROM,PROM,ROM Y FLASH
85423320;006;Circuitos electronicos integrados,amplificadores ncop.,s/montar
85423390;006;Circuitos electronicos integrados,amplificadores ncop.
85423911;006;Circuitos electronicos integrados ncop.,hibridos,espesor de capa <= a 1 micrometro c/frecuencia de operacion >= a 800 MHz
85423919;006;Circuitos electronicos integrados ncop.,hibridos,excluido de espesor de capa <= a 1 micrometro c/frecuencia de operacion >= a 800 MHz
85437011;006;Amplificadores de radiofrecuencia p/transmision de se?ales de microondas de alta potencia a valvula TWT c/potencia de salida > a 2,7 kW
85437013;006;Amplificadores de radiofrecuencia p/distribucion de se?ales de television
85437039;006;Maquinas y aparatos electricos auxiliares p/video,ncop.
85437040;006;Transcodificadores o convertidores de normas de television
85444200;006;Conductores electricos p/tension <= a 1000 V,provistos de piezas de conexion
87083011;006;Guarniciones de frenos montadas p/vehiculos motocultores,tractores de orugas o tractores ncop.,de volquetes automotores proyectados p/utilizar fuera de la red de carreteras
87083090;006;Frenos y servofrenos y sus partes de vehiculos automoviles excluidas las guarniciones de frenos montadas
87085012;006;Ejes portadores p/vehiculos motocultores,tractores de orugas o tractores ncop.,de volquetes automotores proyectados p/utilizar fuera de la red de carreteras
87085091;006;Partes de ejes portadores p/vehiculos motocultores,tractores de orugas o tractores ncop.,de volquetes automotores proyectados p/utilizar fuera de la red de carreteras
90072090;006;Proyectores p/peliculas cinematograficas,ncop.
99980200;006;Aprovisionamiento a buques y aeronaves excluido combustibles y lubricantes
99980400;006;Bienes despachados mediante servicios postales
54024400;006;Hilados sencillos de elastomeros, s/torcer o torsion <= a 50 vueltas por metro, s/acondicionar p/la venta por menor
99980100;006;Aprovisionamiento de combustibles y lubricantes a buques y aeronaves
99980300;006;Exportaciones o importaciones simplificadas
28332940;006;Sulfato de mercurio
85258013;006;Camaras de television p/captar imagenes exclusivamente en el espectro infrarrojo c/longitud de onda >= a 2 micrometros y <= a 14 micrometros
87089522;006;"Sistema de inflado p/""airbag"" p/ vehiculos automotores"
85287190;006;Aparatos receptores de television incluso c/aparato receptor de radiodifusion o de grabacion o reproduccion de sonido o imagen incorporados,no concebidos p/incorporar un dispositivo de visualizacion o pantalla de video, ncop.
85423311;006;Circuitos electronicos integrados, amplificadores hibridos, espesor de capa <= a 1 micrometro, frecuencia de operacion >= a 800 MHz.
39077000;006;Poli (acido lactico) en formas primarias
39019050;006;Copolimeros de etileno-acido metacrilico c/contenido de etileno >= al 60 %,en peso
38247300;006;Mezclas que contengan hidrobromofluorocarburos(HBFC)
38247410;006;Preparaciones que contengan clorodifluorometano y pentafluoroetano
38247490;006;Preparaciones que contengan hidroclorofluorocarburos(HCFC) ncop.
38247600;006;Preparaciones que contengan 1,1,1-ticloroetano (metilcloroformo)
38247890;006;Preparaciones que contengan perfluorocarburos(PFC) o hidrofluorocarburos(HFC) ncop.
38248190;006;Mezclas y preparaciones que contengan oxirano (oxido de etileno)ncop.
38089321;006;Herbicidas acondicionados p/la venta por menor,que contengan bromometano(bromuro de metilo)o bromoclorometano,excluido en envases exclusivamente de uso directo en aplicaciones domesticas
38089322;006;Herbicidas a base de 2,4-D,de 2,4-DB,derivados de estos productos o de MCPA,acondicionados p/la venta por menor
38089323;006;Herbicidas a base de Atrazina,Alactor,Diuron o Ametrina,acondicionados p/la venta por menor
38089324;006;Herbicidas a base de Glifosato o su sal de monoisopropilamina,Imazaquin o Lactofen,acondicionados p/la venta por menor
38089325;006;Herbicidas a base de dicloruro de paraquat,Propanil o Simazina,acondicionados p/la venta por menor
38089329;006;Herbicidas ncop.,acondicionados p/la venta por menor
61152920;006;Calzas,Panty-medias y leotardos de punto ncop.,de algodon
61151014;006;Calzas,Panty-medias y leotardos de punto,de algodon
61151022;006;Medias de mujer de punto,de titulo < a 67 decitex, de algodon
61151091;006;Medias,calcetines y articulos similares de punto,de lana o pelo fino
61151092;006;Medias,calcetines y articulos similares de punto,de algodon
61119090;006;Prendas y accesorios de vestir de punto,de materias textiles ncop., para bebes
61079990;006;Batas y similares de punto,de materias textiles ncop.,p/hombres o ni?os
61032910;006;Conjuntos de punto,de lana o pelo fino,p/hombres o ni?os
85408910;006;Valvulas electronicas,de potencia p/transmisores
85409140;006;Panel de vidrio grilla y blindaje interno ensamblados p/tubos catodicos tricromaticos
85409130;006;Ca?ones electronicos de tubos catodicos
85411022;006;Diodos montados,aptos p/montaje en superficie(SMD),de intensidad de corriente <= a 3 A,excluidos los fotodiodos y los diodos emisores de luz
85411021;006;Diodos montados aptos p/montaje en superficie(SMD),zener,excluidos los fotodiodos y los diodos emisores de luz
85411012;006;Diodos s/montar de intensidad de corriente <= a 3 A,excluidos los fotodiodos y los diodos emisores de luz
85411019;006;Diodos s/montar ncop.,excluidos los fotodiodos y los diodos emisores de luz
85411091;006;Diodos,excluidos los fotodiodos y los diodos emisores de luz,zener,ncop.
85412191;006;Transistores,excluidos los fotodiodos,c/capacidad de disipacion < a 1 W,de efecto de campo,c/juntura heterogenea (HJ FET o HEMT)
85412110;006;Transistores excluidos los fototransistores,c/capacidad de disipacion < a 1 W,s/montar
85412199;006;Transistores,excluidos los fotodiodos,c/capacidad de disipacion < a 1 W,ncop.
85412910;006;Transistores,s/montar,excluidos los fotodiodos,ncop.
84621019;006;Maquinas p/forjar excluidas estampadoras,martillos piton y otras maquinas de martillar metales,de control numerico
84621011;006;Maquinas de estampar metal,de control numerico
84622100;006;Maquinas de enrollar,curvar,plegar,enderezar o aplanar metales,de control numerico
84622900;006;Maquinas de enrollar,curvar,plegar,enderezar o aplanar metales,excluidas de control numerico
84623910;006;Maquinas p/cizallar metales,tipo guillotina
84624900;006;Maquinas p/punzonar o entallar metales,excluidas las de control numerico
84629199;006;Prensas hidraulicas de capacidad > a 35000kN,excluidas p/moldear polvos metalicos por sinterizacion
84629111;006;Prensas hidraulicas de capacidad <= a 35000kN,p/moldear polvos metalicos por sinterizacion
84629910;006;Prensas p/moldear polvos metalicos por sinterizacion excluidas hidraulicas
84629920;006;Prensas p/extrusion de metales excluidas hidraulicas
84631090;006;Bancos de estirar barras,perfiles,alambres o similares de metal,que no trabajen por arranque de materia
81130010;006;Chapas,hojas,tiras,alambre,varillas,pastillas y plaquetas de cermets
82014000;006;Hachas,hocinos y herramientas similares c/filo,de metal comun
82016000;006;Cizallas p/setos,tijeras de podar y herramientas similares,p/usar c/las dos manos,de metal comun
82021000;006;Sierras de mano,de metal comun
82023100;006;Hojas de sierra circular c/la parte operante de acero
82024000;006;Cadenas cortantes,de metal comun
82029910;006;Hojas rectas s/dentar,de metal comun,p/aserrar piedras
82031090;006;Herramientas p/limar,de metal comun,excluidas limas y escofinas
82032090;006;Tenazas,pinzas y herramientas similares,de metal comun,excluido alicates
82041200;006;Llaves de ajuste de mano,de boca variable,de metal comun
82042000;006;Cubos de ajuste intercambiables,de metal comun,incluso c/mango
82053000;006;Cepillos,formones,gubias y herramientas cortantes similares p/trabajar la madera,de metal comun
82054000;006;Destornilladores,de metal comun
82056000;006;Lamparas de soldar y similares,de metal comun
82059000;006;Juegos de articulos de dos o mas elementos de las subpartidas del 82.05,de metal comun
82060000;006;Herramientas de dos o mas elementos de las partidas 82.02 al 82.05,acondicionadas p/la venta por menor,de metal comun
82071900;006;Utiles de perforacion o sondeo y sus partes,de metal comun,ncop.
82075090;006;Utiles de taladrar,de metal comun,ncop.
82077020;006;Utiles de fresar,p/tallar engranajes,de metal comun
82077090;006;Utiles de fresar,de metal comun,ncop.
82079000;006;Utiles intercambiables p/herramientas de mano,de metal comun,ncop.
82082000;006;Cuchillas y hojas cortantes,de metal comun,p/maquinas mecanicas,p/trabajar la madera
82084000;006;Cuchillas y hojas cortantes,de metal comun,p/maquinas agricolas,horticolas o forestales
82090090;006;Varillas,puntas y articulos similares p/utiles,s/montar,de cermet
82090011;006;Plaquitas o patillas intercambiables,de cermet
82100090;006;Aparatos mecanicos manuales,peso<= a 10kg.,ncop.,de metal comun p/preparar,acondicionar,servir alimentos o bebidas
74099000;006;Chapas y tiras de otras aleaciones de cobre,ncop.
74101190;006;Hojas s/soporte,cobre refinado,espesor <= a 0,15mm.ncop.
74102110;006;Hojas de cobre refinado,espesor <= a 0,15mm.c/soporte aislante de resina epoxi y fibra de vidrio,p/circuitos impresos
74102120;006;Hojas de cobre refinado,espesor total <= a 0,195mm.,sobre soporte de poliester o poliamida c/espesor > a 0,012mm.
74111090;006;Tubos de cobre refinado excluidos s/aletas ni ranuras
74112110;006;Tubos a base de cobre-cinc,s/aletas ni ranuras
70031200;006;Placas de vidrio colado o laminado s/armar,coloreadas,opacificadas,chapadas,refle o antireflectante
70033000;006;Perfiles de vidrio colado o laminado
70049000;006;Hojas de otros vidrios estirados o soplados,ncop.
70051000;006;Placas de vidrio flotado,desbastado o pulido,s/armar,c/capa absorbente,refle o antireflectante
70053000;006;Vidrio flotado,desbastado o pulido,armado
70060000;006;Vidrio de las partidas 7003,7004,7005,curvado,biselado,grabado o trabajado de otro modo,s/enmarcar
70071900;006;Vidrio de seguridad templado excluido p/automoviles,barcos,aeronaves u otros vehiculos
70072900;006;Vidrio de seguridad contrachapado excluido p/automoviles,barcos,aeronaves u otros vehiculos
70099200;006;Espejos de vidrio enmarcados
70109022;006;Frascos,potes,bocales p/conserva y otros recipientes de vidrio,c/capacidad > a 0,33l.y <= a 1l.
70109090;006;Bombonas,botellas,frascos,potes y otros recipientes de vidrio,c/capacidad <= a 0,33l.
70109021;006;Bombonas y botellas de vidrio,c/capacidad > a 0,33l.y <= a 1l.
70111010;006;Ampollas de vidrio,abiertas p/lamparas o tubos de descarga,incluidos los de luz relampago
70111090;006;Ampollas de vidrio,abiertas,p/alumbrado electrico,ncop.
70119000;006;Ampollas y envolturas tubulares de vidrio y sus partes,excluidas p/alumbrado electrico y tubos catodicos
70131000;006;Objetos de vitroceramica p/cocina,mesa,tocador,oficina,adorno o similares
70139900;006;Articulos de tocador,oficina y adorno de interiores de vidrio,ncop.
70151010;006;Cristales fotocromaticos s/trabajar opticamente,p/gafas correctoras
70151091;006;Cristales blancos s/trabajar opticamente,p/gafas correctoras
70159090;006;Esferas de vidrio huecas(casquetes esfericos)y sus segmentos p/fabricacion de cristales
70159010;006;Cristales p/relojes
70169000;006;Adoquines,baldosas y articulos similares de vidrio p/construccion,vidrieras artisticas,vidrio multicelular
70171000;006;Articulos p/labor,higiene o farmacia,de cuarzo u otros silices fundidos
70179000;006;Articulos p/labor.,higiene o farmacia,de vidrio ncop.
64052000;006;Calzado ncop.c/parte superior de materias textiles
64061000;006;Partes superiores de calzado excluidas contrafuertes y punteras duras
65010000;006;Cascos,platos y bandas de fieltro p/sombreros
65040090;006;Sombreros y otros tocados excluidos de paja fina
65069900;006;Sombreros y tocados de otras materias ncop.
66011000;006;Quitasoles toldo y articulos similares
66019110;006;Paraguas y sombrillas c/cubierta de seda o materias textiles sinteticas o artificiales,c/astil o mango telescopico
66032000;006;Monturas ensambladas,incluidas c/el astil o mango,p/paraguas,sombrillas o quitasoles
52115900;006;Tejidos de algodon peso < 85%,c/mezcla de fibras sinteticas o artificiales,estampados,gramaje > a 200g/m2.,ncop.
52121200;006;Tejidos de algodon blanqueados,gramaje <= a 200g/m2.,ncop.
52121400;006;Tejidos de algodon c/hilados de colores,gramaje <= a 200g/m2,ncop
52122100;006;Tejidos de algodon crudos,gramaje > a 200g/m2.,ncop.
52122300;006;Tejidos de algodon te?idos,gramaje > a 200g/m2.,ncop.
52122500;006;Tejidos de algodon estampados,gramaje > a 200g/m2.,ncop.
53012910;006;Lino peinado s/hilar
53029000;006;Ca?amo trabajado s/hilar,estopas y desperdicios
53039090;006;Otras fibras textiles del liber ncop.,trabajadas s/hilar,estopas y desperdicios
53062000;006;Hilados de lino retorcidos o cableados
53071010;006;Hilados de yute sencillos
53072010;006;Hilados de yute retorcidos o cableados
53089000;006;Hilados de otras fibras textiles vegetales ncop.
29189929;006;Acidos fenoxibutanoicos,sus sales y esteres ncop.
29189930;006;Acifluorfen sodico
29189940;006;Naproxeno
29189960;006;Diclofop-Metilo
29189991;006;Fenofibrato
29189994;006;Acido 4-(4-hidroxifenoxi)-3,5-diiodofenilacetico
29189999;006;Acidos carboxilicos c/funciones oxigenadas complementarias,ncop.
29191000;006;Fosfato de tris(2,3- dibromopropilo)
29199010;006;Esteres fosforicos de tributilo
29199020;006;Esteres fosforicos  de tricresilo
29199040;006;Diclorvos(DDVP)
29199050;006;Lactofosfato de calcio
29199090;006;Esteres fosforicos y sus sales ncop.
29201120;006;Paration-metilo (metil paration)
29201910;006;Fenitrotion
29201920;006;Cloruro de fosforotioato de dimetilo
29201990;006;Esteres tiofosforicos y sus sales ncop.
29211915;006;Dietilamina
29181800;006;Clorobencilato (ISO)
29189911;006;Acido fenoxiacetico,sus sales y esteres
29189919;006;Sales,esteres y derivados del acido fenoxiacetico,ncop.
29153932;006;Acetato de 2-etoxietilo
29104000;006;Dieldrina (ISO, DCI)
29061950;006;Terpineoles
29071940;006;Xilenoles y sus sales
48045990;006;Papel y carton Kraft cop.,de gramaje >= a 225g/m2.
46012100;006;Esterillas,esteras y ca?izos de bambu
46012200;006;Esterillas,esteras y ca?izos de roten(ratan)
46019300;006;Articulos de roten trenzado excluido esterillas,esteras y ca?izos
46019400;006;Articulos de materias vegetales trenzables excluido bambu y roten
46021100;006;Articulos de cesteria de bambu
46021200;006;Articulos de cesteria de roten(ratan)
44129400;006;Tableros denominados <blockboard>, <laminboard>y  <battenboard>
44101190;006;Tableros de particulas de madera ncop.
44101290;006;"Tableros de madera llamados ""oriented strand board"" excluido en bruto o simplemente lijados"
44101992;006;Tableros de madera  ncop.recubiertos en la superficie c/papel impregnado c/melamina
44101999;006;Tableros de madera ncop.excluido en bruto,simplemente lijados y recubiertos en la superficie c/papel impregnado c/melamina
44119210;006;Tablero de fibra de madera densidad >a 0,8g/cm3,s/trabajo mecanico ni recubrimiento de superficie
44119410;006;Tablero de fibra de madera,densidad <= a 0,5g/cm3.s/trabajo mecanico ni recubrimiento de superficie
44072100;006;Madera aserrada de Dark y Light Red Meranti,Meranti Bakau,White Lauan,Seraya y similares de espesor > a 6mm.
44072200;006;"Madera aserrada de Okoume,Obeche,Sapelli,Sipo,Acajou d""Afrique,Makore,Iroko y similares de espesor > a 6mm."
44079300;006;Madera aserrada de arce,espesor > 6mm.
44079400;006;Madera aserrada de cerezo,espesor > 6mm.
42060000;006;Manufacturas de tripa,vejiga o tendones
44021000;006;Carbon de bambu
44029000;006;Carbon vegetal excluido de bambu
39209950;006;Placas,hojas y tiras de poli(clorotrifluoroetileno)
39079912;006;Tereftalato de polibutileno ncop.en formas primarias: liquidos y pastas,incluidas las dispersiones y disoluciones
39119012;006;Politerpenos c/carga modificados quimicamente en formas primarias,excluido c/fenoles
39119024;006;Polieterimidas (PEI) y sus copolimeros s/carga,en formas primarias
39073022;006;Resinas epoxi s/carga,en formas primarias,ncop.
85413019;006;Tiristores,diacs y triacs,s/montar,de intensidad de corriente > a  3 A,excluidos los dispositivos fotosensibles
85413011;006;Tiristores,diacs y triacs,s/montar,de intensidad <= a 3 A,excluidos los dispositivos fotosensibles
85271990;006;Aparatos receptores de radiodifusion que puedan funcionar sin fuente de energia exterior,incluidos los que pueden recibir se?ales de radiotelefonia o radiotelegrafia,ncop.
85272900;006;Aparatos receptores de radiodifusion c/fuente de energia exterior,utilizados en automoviles,combinados c/grabador o reproductor de sonido,ncop.
85291090;006;Antenas y reflectores de antenas de cualquier tipo,partes apropiadas p/su utilizacion c/dichos articulos,ncop.
85291011;006;Antenas c/reflector parabolico excluidas p/telefonos celulares
85299012;006;Circuitos impresos c/componentes electricos o electronicos p/los aparatos de las subpartidas 8525.10 y 8525.20
85299090;006;Partes p/los aparatos de las partidas 8525 a 8528,ncop.
85299040;006;Partes p/aparatos de radionavegacion
85301090;006;Aparatos electricos de se?alizacion,seguridad,control o mando p/vias ferreas excluido digitales,p/control de trafico
85308090;006;Aparatos electricos de se?alizacion,seguridad,control o mando excluido p/vias ferreas y digitales p/control de trafico de automotores
85308010;006;Aparatos electricos de se?alizacion,seguridad,control o mando,digitales,p/control de trafico de automotores
85309000;006;Partes p/aparatos electricos de se?alizacion,seguridad,control o mando,p/vias ferreas,carreteras,vias fluviales,areas o parques de estacionamiento,instalaciones portuarias aeropuertos
85318000;006;Aparatos electricos de se?alizacion acustica o visual ncop.,excluidos los de las partidas 8512 u 8530
85319000;006;Partes de aparatos electricos de se?alizacion acustica o visual excluidos los de las partidas 8512 u 8530
85322190;006;Condensadores fijos de tantalio excluidos los aptos p/montaje en superficie
85322200;006;Condensadores fijos electroliticos de aluminio
85322390;006;Condensadores fijos c/dielectrico de ceramica de una sola capa excluidos los aptos p/montaje superficie(SMD)
85322490;006;Condensadores fijos c/dielectrico de ceramica,multicapas excluidos los aptos p/montaje superficie(SMD)
85322590;006;Condensadores fijos c/dielectrico de papel o plastico excluidos los aptos p/montaje en superficie(SMD)
85322990;006;Condensadores fijos ncop.excluidos los aptos p/montaje en superficie(SMD)
85323090;006;Condensadores variables o ajustables excluidos los aptos p/montaje en superficie(SMD)
85329000;006;Partes de condensadores electricos fijos,variables o ajustables
85332120;006;Resistencias electricas fijas ncop.,de potencia <= a 20 W,aptas p/montaje en superficie(SMD)
85332190;006;Resistencias electricas fijas ncop.,de potencia <= a 20 W
85333190;006;Resistencias electricas variables bobinadas,de potencia >= a 20 W excluidos potenciometros
85333910;006;Potenciometros excluidos de potencia <= a 20 W
85334091;006;Potenciometros de carbon utilizados p/determinar el angulo de apertura de la mariposa en sistemas de inyeccion de combustibles controlados electronicamente
85334011;006;Resistencias electricas no lineales,semiconductoras,termistores
85334092;006;Potenciometros de carbon ncop.
85351000;006;Fusibles y cortacircuitos de fusible,p/una tension > a 1000 voltios
85352900;006;Disyuntores p/una tension > a 1000 voltios,ncop.
85353029;006;Seccionadores e interruptores p/corriente nominal > a 1600 A y p/una tension > a 1000 voltios
85354010;006;Pararrayos p/proteccion de lineas de transmision de electricidad,p/una tension > a 1000 voltios
85359000;006;Aparatos p/corte,seccionamiento,proteccion,derivacion,empalme o conexion de circuitos electricos,p/una tension > a 1000 voltios,ncop.
85363000;006;Aparatos p/proteccion de circuitos electricos,p/una tension <= a 1000 voltios,ncop.
85365010;006;Unidad conmutadora de conversor de subida y descenso p/sistema de telecomunicacion via satelite,p/una tension <= a 1000 voltios
85094010;006;Licuadoras de uso domestico,c/motor electrico incorporado
74112210;006;Tubos a base de cobre-niquel o cobre-niquel-cinc,s/aletas ni ranuras
74112910;006;Tubos de aleaciones de cobre ncop.,s/aletas ni ranuras
74122000;006;Accesorios de tuberia de aleaciones de cobre
74151000;006;Puntas,clavos,chinches,grapas y articulos similares de cobre
74153900;006;Articulos roscados de cobre ncop.
74199100;006;Manufacturas de cobre coladas,moldeadas,estampadas,forjadas pero s/trabajar de otro modo
75012000;006;"""Sinters"" de oxidos de niquel y otros productos intermedios de la metalurgia del niquel"
75040090;006;Polvo y escamillas de aleaciones de niquel
75051110;006;Barras de niquel s/alear
75051221;006;Perfiles huecos de aleaciones de niquel
75052200;006;Alambres de aleaciones de niquel
75071100;006;Tubos de niquel s/alear
75081000;006;Telas metalicas,redes y rejas,de alambre de niquel
76020000;006;Desperdicios y desechos,de aluminio
76032000;006;Polvo de aluminio de estructura laminar,escamillas
76041010;006;Barras de aluminio s/alear
76042911;006;Barras de aleaciones de aluminio forjadas,de seccion transversal circular,diametro >= a 400mm.y <= a 760mm.
76051110;006;Alambre de aluminio c/contenido > a 99,45%,c/mayor dimension de seccion transversal > a 7mm.resistividad electrica <= a 0,0283ohm.mm2/m
76051910;006;Alambre de aluminio c/contenido >= a 99,45% y resistividad electrica <= a 0,0283ohm.mm2/m,ncop.
76052110;006;Alambre de aluminio c/contenido >= a 99,45%,magnesio y silicio individual >= a 0,45% y <= a 0,55%,c/seccion transversal > a 7mm.
76052910;006;Alambre de aluminio c/contenido >= a 99,45%,magnesio y silicio individual >= a 0,45% y <= a 0,55%,ncop.
76061110;006;chapas o tiras en bobinas,de aluminio s/alear de ancho > a 900mm.,espesor <= a 0,4mm.,c/contenido de :silice >= a 0,05% y >= a 0,20%,hierro >= a 0,20% y <= a 0,40%,cobre <= a 0,05%,cinc <= a 0,05%,manganeso <= a 0,1% y otros <= a 0,09%
76061220;006;Bobinas de aleaciones de aluminio c/contenido de silicio >= a 0,05% y <= a 0,40%,hierro >= a 0,20% y <= a 0,40%,cobre <= 0,05%,cinc <= a 0,005%,manganeso > 0,1% y <= a 0,15% en peso y otros elementos en conjunto <= a 0,09% y espesor <= a 0,4mm.
76061210;006;Chapas cuadradas,rectangulares,de aluminio c/Mg >= a 4% y <= a 5%,Mn >= a 0,20% y <= a 0,50% y otros metales,barnizadas
84424090;006;Partes de maquinas y aparatos ncop., p/preparar o fabricar clises, planchas u otros elementos impresores
84431321;006;Maquinas y aparatos p/imprimir,offset,alimentados c/hojas de formato <= a 37,5 cm.x51 cm., c/velocidad >= a 12.000 hojas por hora
84431500;006;Impresoras tipograficas distintas de las alimentadas c/bobinas excluido aparatos flexograficos
84431790;006;Maquinas de impresion heliograficas excluido maquinas rotativas
84433233;006;Impresoras a laser,LED (Diodos Emisores de Luz) o LCS(Sistema de Cristal Liquido),monocromaticas,c/ancho de impresion <= a 280mm.,velocidad de impresion<=a 45 paginas por minuto
84433236;006;Impresoras policromaticas,c/velocidad de impresion > a 20 paginas por minuto
84433291;006;Impresoras de codigo de barras postales, tipo 3 en 5, a chorro de tinta fluorescente, c/velocidad <= a 4,5 m/s y paso de 1,4 mm.
84433930;006;Maquinas copiadoras ncop.
84439110;006;Partes de maquinas o aparatos de la subpartida 8443.12
84439912;006;Cabezales de impresion por impacto
84729091;006;Maquinas de imprimir direcciones o estampar placas de direcciones
84863000;006;Maquinas y aparatos p/fabricacion de dispositivos de visualizacion (display) de pantalla plana
84862000;006;Maquinas y aparatos p/fabricacion de dispositivos semiconductores o circuitos electronicos integrados
84869000;006;Partes y accesorios de maquinas p/fabricacion de dispositivos semiconductores,circuitos electronicos integrados,dispositivos de visualizacion y aparatos descriptos en la Nota 9C de este Capitulo
85171222;006;Telefonos celulares terminales de sistema troncalizado,fijas,s/fuente de energia propia
85171229;006;Telefonos celulares terminales de sistema troncalizado ncop.
85171241;006;Telefonos celulares de telecomunicaciones por satelite,digitales operando en banda C,Ku,L o S
85171290;006;Telefonos celulares (moviles)* y los de otras redes inalambricas ncop.
85176119;006;Estaciones base de sistema bidireccional de radiomensajes,excluido de tasa de transmision <= a 112kbits/s.
85176120;006;Estaciones base de sistema troncalizado
54024520;006;Hilados sencillos,de nailon,s/torcer o torsion <= a 50 vueltas por metro,s/acondicionar p/la venta por menor
54024800;006;Hilados sencillos de polipropileno ncop.s/torcer o torsion <= a 50 vueltas por metro,s/acondicionar p/la venta por menor
54041100;006;Monofilamentos de elastomeros >= a 67 decitex,seccion transversal <= a 1mm.
54041990;006;Monofilamentos sinteticos >= a 67 decitex,seccion transversal <= a 1mm.ncop.
54060010;006;Hilados de filamentos sinteticos acondicionados p/la venta por menor
54021100;006;Hilados de alta tenacidad de aramida s/acondicionar p/la venta por menor
53050010;006;Fibras de abaca en bruto
52112020;006;Tejidos de algodon peso < 85%,blanqueados,c/mezcla de fibras artificiales o sinteticoas,ligamento sarga,curso <= 4,gramaje > a 200g/m2.
52112090;006;Tejidos de algodon peso < 85%,blanqueados,c/mezcla de fibras artificiales o sinteticas,gramaje > a 200g/m2.,ncop.
52105990;006;Tejidos de algodon peso < 85%,c/mezcla de fibras sinteticas o artificiales,estampados,gramaje <= a 200g/m2.,ncop.
52104990;006;Tejidos de algodon peso < 85%,c/mezcla de fibras sinteticas o artificiales c/hilados de colores,gramaje <= a 200g/m2,ncop.
52101990;006;Tejidos de algodon peso < 85%,crudos,c/mezcla de fibras artificiales o sinteticas,gramaje <= a 200g/m2.,ncop.
52102990;006;Tejidos de algodon peso < 85%,blanqueados,c/mezcla de fibras artificiales o sinteticas,gramaje <= a 200g/m2.,ncop.
52085910;006;Tejidos de algodon,estampados,peso >= 85%,de ligamento sarga o cruzado,curso<=4,gramaje <= a 200g/m2.
